customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract_type,paperless_billing,payment_method,monthly_charges,total_charges,churn
CUST005240,Male,0,Yes,No,12,Yes,No,No,No,No,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,87.87,1085.11,0
CUST005241,Male,0,Yes,No,58,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,Yes,No,Month-to-month,Yes,Electronic check,87.25,5014.57,1
CUST005242,Female,0,Yes,Yes,21,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,Yes,Yes,Two year,No,Mailed check,36.24,721.21,0
CUST005243,Female,1,No,Yes,22,Yes,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer,45.3,969.29,0
CUST005244,Male,0,No,No,64,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Credit card,90.69,5715.51,0
CUST005245,Female,0,No,Yes,16,No,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,63.44,968.55,1
CUST005246,Male,0,No,Yes,54,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,50.19,2705.49,0
CUST005247,Female,0,No,No,58,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,80.21,4668.3,0
CUST005248,Male,0,No,No,3,Yes,No,DSL,Yes,Yes,Yes,No internet service,Yes,Yes,Two year,No,Electronic check,103.16,268.78,0
CUST005249,Female,1,Yes,No,51,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Bank transfer,70.02,3597.47,0
CUST005250,Male,0,Yes,No,23,Yes,No,Fiber optic,No internet service,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,103.92,2503.89,1
CUST005251,Female,0,No,Yes,27,Yes,No,Fiber optic,Yes,Yes,No,No internet service,No,No,Month-to-month,Yes,Electronic check,94.71,2652.73,0
CUST005252,Male,1,Yes,Yes,16,No,Yes,DSL,Yes,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,59.88,902.7,0
CUST005253,Female,0,Yes,No,29,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Electronic check,69.03,2070.75,0
CUST005254,Male,1,No,No,43,Yes,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,115.38,4933.97,0
CUST005255,Male,0,No,Yes,48,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,22.07,997.3,1
CUST005256,Male,1,Yes,Yes,35,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,47.6,1615.98,1
CUST005257,Female,0,Yes,No,25,Yes,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card,73.94,1785.53,0
CUST005258,Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,92.18,77.35,1
CUST005259,Female,0,Yes,No,3,Yes,No,DSL,Yes,No internet service,No,No,No,Yes,Month-to-month,Yes,Bank transfer,36.19,101.22,0
CUST005260,Female,0,Yes,Yes,18,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card,42.71,798.88,0
CUST005261,Female,1,No,No,67,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card,97.26,6674.37,0
CUST005262,Male,0,No,No,26,Yes,No,No,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,73.96,2050.99,0
CUST005263,Female,0,No,Yes,31,No,Yes,DSL,Yes,No internet service,No,No,No,Yes,Month-to-month,Yes,Credit card,52.82,1682.29,0
CUST005264,Female,1,Yes,Yes,27,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,81.46,2158.25,0
CUST005265,Female,0,No,Yes,2,Yes,No,Fiber optic,No,No internet service,No,Yes,No internet service,Yes,Two year,Yes,Mailed check,92.9,270.18,1
CUST005266,Male,1,Yes,No,45,Yes,Yes,No,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,83.16,3679.96,0
CUST005267,Female,1,No,No,35,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,No,Yes,One year,Yes,Electronic check,82.95,2846.62,0
CUST005268,Female,0,No,Yes,17,Yes,Yes,No,No,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,82.27,1441.16,1
CUST005269,Male,1,No,No,65,Yes,No,DSL,No,No internet service,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card,77.11,4939.86,0
CUST005270,Male,0,No,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,133.17,4272.69,0
CUST005271,Female,0,No,No,38,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,40.28,1600.08,0
CUST005272,Male,0,No,No,43,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,71.37,3152.98,0
CUST005273,Female,0,Yes,No,60,Yes,No,Fiber optic,No internet service,No,No internet service,No,Yes,No,Two year,Yes,Electronic check,64.1,3853.3,0
CUST005274,Female,1,Yes,No,42,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,76.2,3207.94,0
CUST005275,Female,0,Yes,Yes,45,Yes,No,Fiber optic,No internet service,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer,22.25,991.14,0
CUST005276,Female,0,Yes,No,15,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,39.58,621.14,1
CUST005277,Male,0,No,No,56,Yes,Yes,Fiber optic,Yes,No,No,No,No internet service,No,Month-to-month,Yes,Bank transfer,46.31,2579.21,1
CUST005278,Male,0,No,Yes,62,Yes,No,Fiber optic,No,No,No internet service,No,Yes,Yes,One year,Yes,Electronic check,47.72,2890.59,0
CUST005279,Male,0,No,No,23,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Bank transfer,96.34,2090.95,0
CUST005280,Female,1,Yes,Yes,21,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer,31.39,667.97,0
CUST005281,Female,0,No,No,8,Yes,Yes,DSL,No,Yes,Yes,No internet service,Yes,No,One year,Yes,Mailed check,89.04,632.62,0
CUST005282,Male,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,84.89,473.38,0
CUST005283,Female,0,No,Yes,70,Yes,No phone service,DSL,No,No,Yes,No,No internet service,No,One year,No,Electronic check,74.8,5233.31,0
CUST005284,Male,0,Yes,No,14,Yes,Yes,DSL,No internet service,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,27.79,361.01,1
CUST005285,Male,0,No,No,5,Yes,No,DSL,No,No,No,No,No internet service,Yes,One year,No,Mailed check,76.18,445.82,1
CUST005286,Female,0,Yes,No,33,Yes,Yes,Fiber optic,No internet service,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,112.72,3710.61,0
CUST005287,Male,0,No,Yes,61,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,51.35,3117.31,1
CUST005288,Male,0,No,No,23,Yes,No,Fiber optic,No,No,No internet service,Yes,Yes,No,One year,No,Bank transfer,105.39,2472.26,0
CUST005289,Male,1,No,No,10,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,No,Yes,One year,Yes,Credit card,65.93,678.95,1
CUST005290,Female,1,Yes,No,32,Yes,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card,106.76,3343.68,0
CUST005291,Female,0,No,No,54,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Electronic check,18.0,938.55,1
CUST005292,Male,0,No,Yes,4,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,No,Yes,Month-to-month,No,Bank transfer,94.01,446.49,1
CUST005293,Male,0,No,No,5,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,No,No,One year,Yes,Credit card,111.58,549.57,0
CUST005294,Male,0,No,Yes,58,Yes,Yes,Fiber optic,No,No,No,No,No internet service,No,One year,No,Bank transfer,65.12,3855.96,0
CUST005295,Female,0,No,No,70,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,80.42,5561.74,0
CUST005296,Female,0,No,No,58,Yes,No,Fiber optic,Yes,Yes,Yes,No,No internet service,No,One year,No,Bank transfer,51.61,2969.18,0
CUST005297,Female,0,No,No,31,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card,103.91,3294.01,0
CUST005298,Female,0,Yes,No,5,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,48.21,263.09,1
CUST005299,Male,0,Yes,Yes,27,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,Yes,No internet service,One year,Yes,Bank transfer,117.11,3257.38,1
CUST005300,Female,0,No,No,14,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card,61.19,805.68,0
CUST005301,Female,1,Yes,No,3,No,No,DSL,No,Yes,No internet service,Yes,No internet service,Yes,Two year,Yes,Mailed check,86.49,249.57,0
CUST005302,Female,1,Yes,No,19,No,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,56.79,1113.29,1
CUST005303,Female,0,No,No,43,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,91.41,3975.19,0
CUST005304,Male,0,No,No,50,No,No,DSL,No,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,82.35,4165.57,1
CUST005305,Male,0,No,Yes,25,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,No,One year,No,Credit card,75.12,1759.03,1
CUST005306,Male,0,Yes,No,9,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,82.41,728.41,0
CUST005307,Female,0,No,No,62,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Credit card,80.76,5009.96,0
CUST005308,Female,0,No,Yes,58,Yes,No,Fiber optic,No,No,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,79.83,4661.9,1
CUST005309,Female,0,Yes,Yes,59,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card,62.74,3696.02,0
CUST005310,Male,0,No,No,48,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,73.45,3622.81,0
CUST005311,Female,0,Yes,Yes,30,Yes,No,Fiber optic,No,Yes,No internet service,No,No,Yes,Two year,No,Electronic check,105.97,3219.51,0
CUST005312,Male,1,No,Yes,6,Yes,Yes,DSL,No,No internet service,No,No,No,No,Month-to-month,Yes,Electronic check,40.85,269.01,1
CUST005313,Female,0,Yes,No,1,Yes,No phone service,DSL,No,No,No internet service,No,No internet service,No,Month-to-month,No,Electronic check,48.31,50.89,1
CUST005314,Male,0,No,Yes,6,Yes,No phone service,Fiber optic,Yes,No,No,No,No,No internet service,Month-to-month,Yes,Credit card,44.68,322.19,0
CUST005315,Female,0,Yes,No,24,Yes,Yes,DSL,Yes,No,No,Yes,No internet service,Yes,One year,No,Credit card,39.8,785.82,0
CUST005316,Female,0,No,Yes,30,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,No,Electronic check,86.73,2611.58,0
CUST005317,Female,0,Yes,Yes,8,Yes,No,Fiber optic,No,No,Yes,Yes,No,No internet service,Two year,Yes,Credit card,114.93,1028.09,0
CUST005318,Female,0,No,No,35,Yes,No,Fiber optic,No,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Credit card,100.42,3432.84,1
CUST005319,Male,0,Yes,No,39,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,128.19,5018.71,0
CUST005320,Male,1,Yes,No,47,Yes,Yes,DSL,Yes,No,No,No internet service,No,No,One year,Yes,Credit card,94.41,4439.99,0
CUST005321,Female,0,No,Yes,6,Yes,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,83.51,493.3,1
CUST005322,Female,0,No,Yes,14,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card,18.0,219.01,0
CUST005323,Male,0,No,No,33,No,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card,64.41,2145.8,1
CUST005324,Female,0,Yes,No,12,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Credit card,71.98,837.83,0
CUST005325,Male,0,No,No,16,Yes,Yes,DSL,No,Yes,No internet service,No,Yes,Yes,One year,No,Bank transfer,73.69,1215.59,0
CUST005326,Male,0,No,Yes,40,Yes,No phone service,Fiber optic,Yes,No internet service,No,No,Yes,No,One year,Yes,Mailed check,18.0,748.86,1
CUST005327,Male,0,No,Yes,16,Yes,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,73.3,1128.96,1
CUST005328,Male,0,Yes,Yes,60,Yes,No,Fiber optic,No,No,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,107.51,6482.46,1
CUST005329,Male,0,No,Yes,10,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer,83.61,880.93,0
CUST005330,Female,0,Yes,Yes,20,Yes,No phone service,Fiber optic,No,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card,80.17,1582.14,1
CUST005331,Female,0,No,No,10,Yes,No,DSL,No,No,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,88.55,777.65,1
CUST005332,Female,0,Yes,No,64,Yes,No,DSL,No internet service,Yes,Yes,No internet service,No,Yes,Month-to-month,No,Bank transfer,84.42,5378.86,0
CUST005333,Female,0,Yes,Yes,20,Yes,No,Fiber optic,No,Yes,Yes,No internet service,Yes,No,Month-to-month,Yes,Electronic check,51.3,1015.67,1
CUST005334,Male,0,Yes,No,42,Yes,Yes,DSL,Yes,No internet service,Yes,No,No,No,One year,No,Mailed check,97.98,4206.18,0
CUST005335,Male,0,Yes,No,37,Yes,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,66.1,2496.46,1
CUST005336,Male,0,No,Yes,4,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer,64.53,301.95,1
CUST005337,Female,0,No,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,41.4,2761.07,0
CUST005338,Male,0,No,No,30,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,74.98,2334.12,1
CUST005339,Male,0,Yes,No,9,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,74.71,725.16,1
CUST005340,Female,0,Yes,No,39,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,Yes,Yes,Two year,Yes,Mailed check,58.84,2403.93,0
CUST005341,Male,0,No,Yes,67,Yes,No,DSL,No internet service,No,No,No,Yes,Yes,Two year,No,Mailed check,74.18,4934.5,1
CUST005342,Female,0,No,No,55,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card,54.75,3100.21,0
CUST005343,Female,0,Yes,No,55,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card,63.5,3386.46,0
CUST005344,Female,0,Yes,No,33,Yes,No,Fiber optic,No,No,No internet service,No,Yes,Yes,One year,No,Bank transfer,81.65,2699.29,0
CUST005345,Male,0,Yes,No,16,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card,111.86,1838.9,1
CUST005346,Male,0,Yes,No,66,No,No phone service,No,No,No,Yes,No,No,No,One year,Yes,Mailed check,82.83,5437.13,0
CUST005347,Male,0,No,No,1,Yes,No,No,No,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,83.45,116.76,1
CUST005348,Male,0,No,No,47,Yes,No phone service,DSL,Yes,Yes,No internet service,No,No,No,Two year,Yes,Credit card,55.25,2573.09,0
CUST005349,Female,0,No,Yes,23,Yes,No,DSL,No internet service,No,No internet service,No internet service,Yes,No,Month-to-month,No,Electronic check,38.46,782.02,1
CUST005350,Male,0,Yes,Yes,26,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer,85.39,2128.15,1
CUST005351,Male,0,No,No,11,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer,42.29,508.75,1
CUST005352,Male,0,No,No,19,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,129.5,2353.9,1
CUST005353,Female,0,Yes,No,38,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Credit card,66.94,2564.14,0
CUST005354,Male,1,No,No,59,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer,18.0,1022.17,1
CUST005355,Female,0,No,No,48,Yes,No,DSL,No,No,No,Yes,No,No internet service,Month-to-month,Yes,Mailed check,62.26,2875.5,1
CUST005356,Male,0,No,No,45,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Credit card,50.08,2257.89,1
CUST005357,Female,0,Yes,No,56,Yes,No phone service,Fiber optic,No,No,No internet service,No,Yes,Yes,Two year,Yes,Credit card,86.33,4872.27,0
CUST005358,Female,0,No,No,37,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,64.19,2427.96,1
CUST005359,Male,0,No,No,27,Yes,No,Fiber optic,No internet service,Yes,No,No,Yes,No internet service,Two year,Yes,Mailed check,122.16,3213.32,0
CUST005360,Male,1,No,No,7,Yes,No,DSL,No internet service,No internet service,Yes,No,No,Yes,Month-to-month,No,Bank transfer,120.18,840.27,1
CUST005361,Male,0,Yes,Yes,63,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,Yes,Yes,Month-to-month,No,Credit card,94.87,5964.54,0
CUST005362,Male,0,Yes,No,19,Yes,Yes,No,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card,54.42,1012.74,0
CUST005363,Male,0,Yes,Yes,68,Yes,No,Fiber optic,No,No,No internet service,No,No,Yes,Two year,Yes,Electronic check,83.28,5727.9,0
CUST005364,Male,0,No,Yes,26,Yes,Yes,DSL,No internet service,No,No,No,Yes,No internet service,One year,Yes,Bank transfer,67.84,1799.89,0
CUST005365,Male,0,No,No,0,Yes,No,DSL,No,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Bank transfer,73.19,0.0,1
CUST005366,Male,0,Yes,Yes,2,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card,36.95,50.19,0
CUST005367,Female,0,No,No,66,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,54.72,3673.92,0
CUST005368,Female,1,No,Yes,17,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,123.52,2062.85,0
CUST005369,Female,0,No,No,24,Yes,Yes,DSL,No,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,108.03,2612.04,1
CUST005370,Male,0,Yes,No,1,Yes,No,Fiber optic,No internet service,No,No,No,Yes,No internet service,Month-to-month,No,Electronic check,59.59,-76.18,1
CUST005371,Male,1,No,No,61,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,43.68,2682.0,1
CUST005372,Male,1,No,No,13,Yes,Yes,Fiber optic,No,No internet service,No,Yes,Yes,Yes,One year,Yes,Electronic check,82.25,1140.7,0
CUST005373,Male,0,No,No,7,Yes,No phone service,Fiber optic,No,Yes,No,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer,65.46,463.99,0
CUST005374,Female,0,No,No,23,Yes,No,DSL,No,No,No internet service,No,Yes,Yes,One year,Yes,Credit card,59.63,1356.49,0
CUST005375,Female,1,Yes,No,23,Yes,Yes,DSL,Yes,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,86.91,2012.04,1
CUST005376,Male,1,Yes,No,48,Yes,No phone service,Fiber optic,No internet service,No,Yes,No,Yes,Yes,Two year,No,Electronic check,75.66,3616.22,0
CUST005377,Male,1,Yes,Yes,69,Yes,No phone service,DSL,No,Yes,No,No,Yes,No internet service,Month-to-month,No,Bank transfer,129.14,8949.77,1
CUST005378,Male,0,Yes,No,70,Yes,Yes,Fiber optic,No,No,No,Yes,No,No internet service,Month-to-month,Yes,Bank transfer,105.47,7451.55,1
CUST005379,Female,0,No,Yes,66,Yes,No,DSL,Yes,No,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,58.56,3932.96,1
CUST005380,Female,1,Yes,Yes,40,Yes,Yes,Fiber optic,Yes,Yes,No,No,No internet service,Yes,Month-to-month,No,Electronic check,67.14,2618.18,1
CUST005381,Female,0,No,No,50,Yes,No,DSL,No internet service,No internet service,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,92.1,4685.29,0
CUST005382,Male,0,Yes,No,59,Yes,Yes,Fiber optic,No,No,No internet service,No,No internet service,Yes,Month-to-month,No,Credit card,80.57,4738.74,1
CUST005383,Male,0,No,No,5,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Two year,No,Mailed check,74.41,392.76,1
CUST005384,Female,0,Yes,No,71,No,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card,88.84,6373.54,1
CUST005385,Male,0,Yes,Yes,16,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer,77.37,1257.65,1
CUST005386,Female,0,No,No,1,Yes,Yes,DSL,No internet service,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,71.71,45.05,0
CUST005387,Male,1,No,No,55,Yes,No phone service,DSL,Yes,No internet service,No,No,Yes,Yes,Month-to-month,No,Mailed check,87.11,4843.86,1
CUST005388,Male,0,No,No,23,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer,42.0,951.35,0
CUST005389,Male,0,No,Yes,19,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,54.36,993.59,1
CUST005390,Male,0,No,No,57,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer,43.19,2501.17,0
CUST005391,Female,0,Yes,No,15,Yes,No,DSL,No internet service,Yes,No,No,No internet service,No internet service,Two year,Yes,Electronic check,103.18,1619.05,1
CUST005392,Male,0,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,82.04,4628.9,0
CUST005393,Male,0,No,No,27,Yes,No,Fiber optic,No,No,No,No,No internet service,Yes,Month-to-month,No,Bank transfer,90.35,2248.41,1
CUST005394,Male,0,No,No,15,Yes,Yes,DSL,No,No internet service,No,Yes,No internet service,Yes,Month-to-month,Yes,Credit card,34.12,520.81,0
CUST005395,Male,0,No,No,65,Yes,No,DSL,No,No,Yes,No internet service,No,Yes,One year,Yes,Mailed check,68.82,4436.73,0
CUST005396,Female,0,Yes,Yes,7,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,44.91,323.32,1
CUST005397,Male,0,No,Yes,67,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,81.22,5542.56,0
CUST005398,Female,0,Yes,Yes,45,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,One year,Yes,Credit card,89.67,4122.33,0
CUST005399,Male,0,Yes,No,11,No,No,DSL,Yes,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,89.63,987.71,1
CUST005400,Male,1,Yes,No,47,Yes,No,Fiber optic,No internet service,No,Yes,No,No internet service,Yes,One year,No,Electronic check,31.64,1412.06,1
CUST005401,Female,0,Yes,Yes,23,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,53.41,1228.44,1
CUST005402,Male,0,No,Yes,49,Yes,Yes,Fiber optic,No,No,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer,89.8,4303.72,0
CUST005403,Male,0,Yes,No,58,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer,93.4,5383.82,1
CUST005404,Female,0,No,Yes,29,Yes,No phone service,DSL,No,No internet service,Yes,No,No internet service,Yes,Two year,No,Electronic check,60.39,1682.45,0
CUST005405,Male,0,Yes,Yes,70,Yes,Yes,DSL,No,No,Yes,No,Yes,No internet service,One year,Yes,Credit card,77.67,5433.13,0
CUST005406,Male,1,No,No,55,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card,73.51,4072.0,1
CUST005407,Male,0,Yes,No,52,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,74.27,3823.43,0
CUST005408,Male,0,No,No,38,Yes,Yes,No,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer,57.44,2238.88,0
CUST005409,Female,0,No,Yes,68,Yes,No,Fiber optic,No,Yes,No,Yes,No internet service,No,One year,Yes,Electronic check,47.24,3280.88,0
CUST005410,Male,0,Yes,No,5,Yes,No,Fiber optic,No,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer,60.59,345.47,0
CUST005411,Male,1,Yes,Yes,44,Yes,Yes,DSL,No,Yes,No,No internet service,Yes,No internet service,Month-to-month,No,Credit card,53.93,2312.14,1
CUST005412,Female,1,Yes,No,30,Yes,No,No,Yes,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,119.86,3501.54,1
CUST005413,Male,1,No,Yes,57,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,64.47,3549.6,1
CUST005414,Male,0,Yes,Yes,8,No,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer,86.3,651.38,0
CUST005415,Female,0,Yes,Yes,41,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,74.15,3080.27,1
CUST005416,Female,0,Yes,No,38,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,101.62,3898.68,0
CUST005417,Female,0,No,Yes,63,Yes,No,Fiber optic,No,Yes,Yes,No,No internet service,No,Two year,Yes,Electronic check,60.46,3833.67,0
CUST005418,Male,0,No,No,66,Yes,No,Fiber optic,No,No,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,69.13,4503.62,1
CUST005419,Male,0,No,No,0,Yes,Yes,Fiber optic,No internet service,No,No,No,No internet service,No,Month-to-month,No,Mailed check,75.23,0.0,0
CUST005420,Male,0,No,No,35,Yes,No,Fiber optic,No,No,Yes,No internet service,No,Yes,One year,Yes,Bank transfer,81.11,2868.84,1
CUST005421,Male,0,No,No,36,Yes,Yes,DSL,Yes,No,No internet service,Yes,Yes,Yes,One year,Yes,Mailed check,95.77,3489.01,0
CUST005422,Male,0,No,No,61,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,78.46,4833.55,1
CUST005423,Male,0,No,Yes,40,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Mailed check,39.01,1638.85,1
